ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,10th choice,11th choice
001103-00-0067, C06,C10,C09,C07,,,,,,,
001103-00-0069, C01,C04,C02,C11,C08,C05,,,,,
001103-00-0072, C01,C03,C10,,,,,,,,
001103-00-0073, C06,C07,C11,,,,,,,,
001103-00-0075, C06,C07,C10,,,,,,,,
001103-00-0078, C01,C08,C07,C06,C05,C04,C03,C02,C11,C10,
001103-00-0079, C01,C10,C03,,,,,,,,
001103-00-0082, C01,C05,C02,C04,,,,,,,
001103-00-0084, C06,C09,C03,C10,,,,,,,
001103-00-0085, C09,C01,C10,C02,C07,C03,C04,,,,
001103-00-0087, C01,C03,C04,C10,,,,,,,
001103-00-0090, C05,C11,C01,C09,C08,,,,,,
001103-00-0092, C09,C03,C06,,,,,,,,
001103-00-0094, C09,C06,,,,,,,,,
001103-00-0096, C11,C07,C03,C04,C08,C02,,,,,
001103-00-0097, C04,C01,C08,,,,,,,,
001103-00-0100, C06,C01,,,,,,,,,
001103-00-0101, C06,C11,C01,C02,C04,C05,C08,,,,
001103-00-0104, C06,C07,C08,,,,,,,,
001103-00-0107, C10,C02,C05,C09,C08,,,,,,
001103-00-0109, C06,C09,C10,C03,C07,C11,C01,,,,
001103-00-0110, C11,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10
001103-00-0112, C01,C05,C04,,,,,,,,
001103-00-0113, C03,C05,C10,C01,C02,,,,,,
001103-00-0118, C01,C02,C03,C07,C08,,,,,,
001103-00-0119, C10,C01,C05,,,,,,,,
001103-00-0122, C02,C05,C03,C10,,,,,,,
001103-00-0123, C07,C11,C03,C04,,,,,,,
001103-00-0125, C02,C09,C06,C05,C10,,,,,,
001103-00-0127, C06,C10,C07,C03,C11,,,,,,
001103-00-0129, C09,C11,C06,C07,C02,C04,C05,,,,
001103-00-0132, C09,C10,C11,C01,C02,C03,C04,C05,C06,C07,
001103-00-0133, C06,C07,,,,,,,,,
001103-00-0135, C07,C06,C10,C09,C03,,,,,,
001103-00-0138, C11,,,,,,,,,,
001103-00-0139, C06,,,,,,,,,,
001103-00-0141, C01,C03,C06,,,,,,,,
001103-00-0144, C01,C09,C11,C05,C10,C06,C02,C07,C08,C04,C03
001103-00-0145, C02,C05,C11,C01,C07,C10,,,,,
001103-00-0147, C01,C10,C06,,,,,,,,
001103-00-0149, C01,,,,,,,,,,
001103-00-0152, C10,,,,,,,,,,
001103-00-0153, C05,C10,C02,C04,C06,C09,C01,C03,,,
001103-00-0156, C05,C10,C01,C06,C07,,,,,,
001103-00-0158, C05,C08,,,,,,,,,
001103-00-0161, C06,C07,,,,,,,,,
001103-00-0162, C11,C08,C02,C04,,,,,,,
001103-00-0164, C07,C01,C02,C03,C04,C05,C08,C09,C10,C11,
001103-00-0166, C05,C02,C10,C01,,,,,,,
001103-00-0168, C06,C03,,,,,,,,,
001103-00-0170, C06,C07,C09,C01,,,,,,,
001103-00-0173, C10,C05,C01,,,,,,,,
001103-00-0174, C10,,,,,,,,,,
001103-00-0177, C09,C10,C03,,,,,,,,
001103-00-0178, C01,C04,C05,,,,,,,,
001103-00-0180, C10,C07,C01,,,,,,,,
001103-00-0182, C03,C10,C07,C06,C09,,,,,,
001103-00-0184, C05,C01,,,,,,,,,
001103-00-0187, C05,,,,,,,,,,
001103-00-0189, C04,C01,C08,C07,C03,C10,C02,C05,C11,C09,C06
001103-00-0191, C05,C11,C01,C10,,,,,,,
001103-00-0193, C05,C10,C11,C01,,,,,,,
001103-00-0194, C06,C10,C03,,,,,,,,
001103-00-0196, C06,C10,C05,,,,,,,,
001103-00-0198, C06,,,,,,,,,,
001103-00-0201, C02,C10,C11,C04,C07,C05,,,,,
001103-00-0203, C01,C07,C03,C10,C09,C06,C05,C11,C02,C08,
001103-00-0205, C03,C04,C08,C01,C09,C07,,,,,
001103-00-0206, C06,C07,C08,C09,C10,C11,C01,C02,C03,C04,C05
001103-00-0210, C07,C10,C03,C06,,,,,,,
001103-00-0211, C01,C10,,,,,,,,,
001103-00-0213, C10,C09,C03,C06,C07,C08,C11,C01,C02,C04,C05
001103-00-0214, C01,C10,C06,,,,,,,,
001103-00-0216, C05,C08,C10,,,,,,,,
001103-00-0218, C01,,,,,,,,,,
001103-00-0220, C01,C04,C11,C02,C08,C07,,,,,
001103-00-0224, C06,C10,,,,,,,,,
001103-00-0226, C06,C07,C09,,,,,,,,
001103-00-0227, C07,,,,,,,,,,
001103-00-0230, C07,C05,C09,,,,,,,,
001103-00-0233, C07,C03,C10,C09,C06,C11,C02,,,,
001103-00-0235, C06,C03,C09,C10,,,,,,,
001103-00-0236, C03,C01,C09,C10,C05,C02,C08,C06,C07,C11,C04
001103-00-0238, C06,C07,C09,C10,C03,,,,,,
001103-00-0240, C01,C06,C05,,,,,,,,
001103-00-0242, C10,C07,C06,C01,C05,C08,C09,C02,C03,C04,
001103-00-0244, C10,C11,C01,,,,,,,,
001103-00-0245, C07,C03,,,,,,,,,
001103-00-0248, C08,C11,C01,C02,C04,C05,,,,,
001103-00-0249, C10,C01,C07,,,,,,,,
001103-00-0251, C07,C11,C03,C10,,,,,,,
001103-00-0253, C06,C09,C01,C11,C10,,,,,,
001103-00-0256, C07,C09,,,,,,,,,
001103-00-0257, C03,C10,C09,,,,,,,,
001103-00-0260, C01,C03,C07,,,,,,,,
001103-00-0261, C01,,,,,,,,,,
001103-00-0263, C01,C07,C10,C02,C04,C05,,,,,
001103-00-0265, C06,,,,,,,,,,
001103-00-0267, C06,,,,,,,,,,
001103-00-0270, C10,,,,,,,,,,
001103-00-0271, C01,C02,C09,C03,C11,C04,C10,C07,C06,C08,C05
001103-00-0274, C03,C01,C09,,,,,,,,
001103-00-0275, C01,C02,C09,C03,C11,C04,C10,C07,C06,C08,C05
001103-00-0277, C10,C05,C01,C02,C07,C09,C04,C03,C11,,
001103-00-0279, C01,C03,C10,C07,C09,C02,,,,,
001103-00-0282, C01,C09,C10,,,,,,,,
001103-00-0283, C05,C01,C02,C08,C04,C06,C10,C09,C03,,
001103-00-0286, C09,C10,C03,,,,,,,,
001103-00-0287, C06,C11,,,,,,,,,
001103-00-0289, C06,C07,C10,C09,C03,,,,,,
001103-00-0291, C06,,,,,,,,,,
001103-00-0294, C06,C07,C03,,,,,,,,
001103-00-0295, C06,C10,C02,C07,,,,,,,
001103-00-0297, C06,,,,,,,,,,
001103-00-0300, C03,C10,C09,C05,C01,C02,C11,C08,C04,C06,C07
001103-00-0301, C04,C11,C05,,,,,,,,
001103-00-0304, C06,C03,C02,C04,C09,C10,,,,,
001103-00-0305, C10,C01,C08,C05,C02,C11,C03,C06,C07,,
001103-00-0308, C06,C03,C01,C09,C11,,,,,,
001103-00-0309, C10,C01,C08,C05,C02,C11,C04,C06,C07,,
001103-00-0311, C03,C09,C10,,,,,,,,
001103-00-0313, C09,C10,C03,C06,C07,,,,,,
001103-00-0314, C01,C03,C04,C07,C09,C10,,,,,
001103-00-0317, C01,C03,C05,C10,C07,C11,C09,C06,,,
001103-00-0318, C06,C09,C10,,,,,,,,
001103-00-0320, C06,,,,,,,,,,
001103-00-0324, C09,C06,C03,,,,,,,,
001103-00-0326, C06,C03,C07,C09,C10,,,,,,
001103-00-0327, C01,C06,,,,,,,,,
001103-00-0330, C06,,,,,,,,,,
001103-00-0332, C06,,,,,,,,,,
001103-00-0333, C06,,,,,,,,,,
001103-00-0336, C06,,,,,,,,,,
001103-00-0338, C11,C01,C10,C05,,,,,,,
001103-00-0341, C06,C03,C09,C10,,,,,,,
001103-00-0343, C10,C06,,,,,,,,,
001103-00-0347, C08,C06,C01,,,,,,,,
001103-00-0348, C09,C07,C01,C03,C11,C05,,,,,
001103-00-0350, C09,C06,C07,C10,C03,C05,C01,,,,
001103-00-0351, C06,C09,,,,,,,,,
001103-00-0353, C06,,,,,,,,,,
001103-00-0354, C09,,,,,,,,,,
001103-00-0357, C06,C07,C09,,,,,,,,
001103-00-0358, C05,C10,C01,C04,C08,C02,,,,,
001103-00-0361, C02,C05,C11,C01,C04,C08,C10,C06,C09,,
001103-00-0364, C06,C03,C07,C09,,,,,,,
001103-00-0366, C06,C09,C10,C03,C07,C04,C02,,,,
001103-00-0367, C06,C07,C08,C10,C03,,,,,,
001103-00-0369, C07,C01,C10,C09,C06,C05,,,,,
001103-00-0373, C05,C01,C08,C02,C04,,,,,,
001103-00-0375, C06,,,,,,,,,,
001103-00-0376, C01,C09,C06,,,,,,,,
001103-00-0379, C06,C01,C09,C04,,,,,,,
001103-00-0381, C06,C07,C03,,,,,,,,
001103-00-0383, C06,C03,,,,,,,,,
001103-00-0385, C09,C10,C03,C06,C07,,,,,,
001103-00-0387, C03,C06,C09,C10,,,,,,,
001103-00-0390, C03,C07,C11,C06,,,,,,,
001103-00-0391, C03,C07,C06,C04,,,,,,,
001103-00-0393, C09,C01,C02,,,,,,,,
001103-00-0395, C07,C03,C10,C09,C05,C01,C06,,,,
001103-00-0398, C03,C07,C06,C10,,,,,,,
001103-00-0400, C10,C08,C07,,,,,,,,
001103-00-0401, C06,,,,,,,,,,
001103-00-0404, C01,C05,C02,C04,,,,,,,
001103-00-0405, C06,C07,,,,,,,,,
001103-00-0407, C06,C07,C10,C03,C09,,,,,,
001103-00-0409, C06,,,,,,,,,,
001103-00-0412, C06,C02,C01,,,,,,,,
001103-00-0414, C06,C03,,,,,,,,,
001103-00-0416, C06,C09,C03,C10,,,,,,,
001103-00-0417, C01,C05,C08,C10,C09,C06,C07,C04,C03,C11,C02
001103-00-0419, C06,C03,C09,,,,,,,,
001103-00-0421, C06,,,,,,,,,,
001103-00-0424, C07,C09,C10,C03,,,,,,,
001103-00-0426, C09,C10,C11,,,,,,,,
001103-00-0429, C01,C05,C08,C09,C10,C06,C07,C04,C03,C02,C11
001103-00-0430, C06,C08,C01,C09,,,,,,,
001103-00-0432, C06,,,,,,,,,,
001103-00-0435, C10,C06,C07,C09,C03,C05,C11,,,,
001103-00-0436, C06,,,,,,,,,,
001103-00-0438, C06,,,,,,,,,,
001103-00-0441, C09,C10,C11,C01,C02,C03,C04,C05,C06,C07,C08
001103-00-0443, C06,,,,,,,,,,
001103-00-0445, C04,C07,,,,,,,,,
001103-00-0446, C06,C10,C11,C03,C09,C07,C01,,,,
001103-00-0449, C06,,,,,,,,,,
001103-00-0451, C07,C08,C09,C10,C03,,,,,,
001103-00-0452, C09,C03,C10,C06,C07,C01,,,,,
001103-00-0455, C07,C10,C03,C06,C09,C01,C11,C08,C05,C04,C02
001103-00-0457, C06,C07,C09,C03,C10,,,,,,
001103-00-0459, C07,C09,C10,,,,,,,,
001103-00-0461, C03,C10,C06,C07,,,,,,,
001103-00-0463, C06,,,,,,,,,,
001103-00-0465, C01,C07,C06,,,,,,,,
001103-00-0467, C06,C01,C07,,,,,,,,
001103-00-0468, C06,C10,C09,C03,,,,,,,
001103-00-0471, C10,C07,C06,,,,,,,,
001103-00-0473, C06,,,,,,,,,,
001103-00-0475, C04,C01,,,,,,,,,
001103-00-0478, C06,C10,C01,,,,,,,,
001103-00-0479, C03,C06,C07,C10,,,,,,,
001103-00-0481, C11,,,,,,,,,,
001103-00-0483, C06,,,,,,,,,,
001103-00-0486, C06,C10,C07,,,,,,,,
001103-00-0487, C06,C10,C07,C03,C09,C08,,,,,
001103-00-0489, C10,,,,,,,,,,
001103-00-0491, C05,C10,C01,C03,C06,C08,,,,,
001103-00-0493, C11,,,,,,,,,,
001103-00-0494, C01,C05,C10,C06,C09,,,,,,
001103-00-0495, C09,C10,C03,C06,C07,,,,,,
001103-00-0499, C06,C07,C01,,,,,,,,
001103-00-0501, C06,,,,,,,,,,
001103-00-0502, C01,C03,C05,C10,C09,C07,C06,,,,
001103-00-0504, C10,C09,C07,,,,,,,,
001103-00-0507, C06,C03,,,,,,,,,
001103-00-0508, C07,C01,,,,,,,,,
001103-00-0510, C03,C04,C01,C09,C10,,,,,,
001103-00-0512, C06,,,,,,,,,,
001103-00-0515, C06,C07,C03,,,,,,,,
001103-00-0516, C01,C02,C04,C05,C08,C11,,,,,
001103-00-0519, C11,C01,C02,C04,C05,C06,C03,C07,,,
001103-00-0521, C06,C03,C09,,,,,,,,
001103-00-0523, C05,C03,C06,C04,,,,,,,
001103-00-0524, C06,,,,,,,,,,
001103-00-0527, C06,,,,,,,,,,
001103-00-0528, C11,,,,,,,,,,
001103-00-0531, C06,,,,,,,,,,
001103-00-0533, C06,C07,C01,C10,,,,,,,
001103-00-0534, C01,C03,C09,C05,C02,,,,,,
001103-00-0536, C06,,,,,,,,,,
001103-00-0538, C10,C09,C07,C06,C03,C11,C02,C08,C05,C01,C04
001103-00-0540, C01,C09,C04,,,,,,,,
001103-00-0542, C01,C09,,,,,,,,,
001103-00-0545, C10,C11,C01,C02,C03,C04,C05,C06,C07,C08,C09
001103-00-0546, C01,C03,C05,,,,,,,,
001103-00-0548, C02,C11,C09,C03,C07,C10,C05,,,,
001103-00-0552, C06,C05,,,,,,,,,
001103-00-0554, C07,C06,C03,,,,,,,,
001103-00-0555, C06,C01,C09,C10,C07,,,,,,
001103-00-0558, C10,,,,,,,,,,
001103-00-0561, C02,C03,C07,C10,C11,C08,,,,,
001103-00-0562, C07,,,,,,,,,,
001103-00-0564, C09,C06,,,,,,,,,
001103-00-0566, C06,C07,C09,C10,C03,C11,,,,,
001103-00-0568, C10,C09,C07,C06,C03,C11,C02,C01,C04,C05,C08
001103-00-0570, C11,C10,C01,,,,,,,,
001103-00-0572, C06,C03,,,,,,,,,
001103-00-0573, C10,C03,,,,,,,,,
001103-00-0575, C06,C05,C07,C09,C10,,,,,,
001103-00-0577, C06,C09,,,,,,,,,
001103-00-0580, C03,C10,C06,,,,,,,,
001103-00-0582, C06,C10,,,,,,,,,
001103-00-0583, C09,C07,C01,C06,C03,C11,,,,,
001103-00-0585, C10,C01,,,,,,,,,
001103-00-0588, C06,C10,C07,C09,C03,,,,,,
001103-00-0589, C05,C10,C11,C01,,,,,,,
001103-00-0591, C09,C10,C07,,,,,,,,
001103-00-0594, C06,C03,C07,C09,,,,,,,
001103-00-0595, C06,C01,C07,,,,,,,,
001103-00-0598, C06,C07,C01,C10,,,,,,,
001103-00-0599, C06,C10,C03,,,,,,,,
001103-00-0602, C03,C10,C09,,,,,,,,
001103-00-0603, C09,C10,C03,C06,C07,,,,,,
001103-00-0606, C06,C09,C10,,,,,,,,
001103-00-0608, C07,,,,,,,,,,
001103-00-0609, C03,C06,C07,C10,C09,,,,,,
001103-00-0613, C03,C05,C06,C08,C09,C11,,,,,
001103-00-0615, C01,C05,,,,,,,,,
001103-00-0616, C01,C05,C07,,,,,,,,
001103-00-0618, C03,C05,C01,C09,C02,C11,,,,,
001103-00-0620, C11,C06,C01,C10,C09,C08,C07,C02,C03,C04,C05
001103-00-0623, C10,C09,C03,C07,,,,,,,
001103-00-0624, C10,C07,C09,C06,C01,,,,,,
001103-00-0625, C06,C07,,,,,,,,,
001103-00-0628, C06,,,,,,,,,,
001103-00-0629, C06,,,,,,,,,,
001103-00-0631, C06,C03,C07,C10,C08,C09,,,,,
001103-00-0634, C01,C05,C02,C10,C03,C07,,,,,
001103-00-0635, C03,C06,C01,,,,,,,,
001103-00-0637, C06,C08,C10,C05,,,,,,,
001103-00-0639, C10,,,,,,,,,,
001103-00-0641, C01,,,,,,,,,,
001103-00-0643, C01,,,,,,,,,,
001103-00-0644, C09,C10,C07,C01,C03,C11,C04,C05,C08,C06,C02
001103-00-0647, C06,,,,,,,,,,
001103-00-0650, C01,C05,C10,,,,,,,,
001103-00-0652, C01,C10,C07,C08,C06,C05,C02,C11,,,
001103-00-0653, C01,C10,C08,C05,C02,C06,C04,C11,C07,,
001103-00-0655, C05,C10,C01,C09,C11,C04,C02,C03,,,
001103-00-0657, C01,C05,C10,C08,C06,,,,,,
001103-00-0660, C05,C10,C08,C07,C09,C06,C11,C01,C02,C03,C04
001103-00-0661, C03,C05,C10,C06,,,,,,,
001103-00-0664, C06,,,,,,,,,,
001103-00-0665, C01,C06,,,,,,,,,
001103-00-0667, C06,C07,,,,,,,,,
001103-00-0669, C02,C05,,,,,,,,,
001103-00-0671, C06,C10,C09,C07,C03,,,,,,
001103-00-0674, C01,,,,,,,,,,
001103-00-0675, C05,C01,C10,C07,C09,C03,C04,C11,,,
001103-00-0678, C03,C07,C10,C09,C01,C06,C05,C04,C02,C08,C11
001103-00-0680, C06,C07,C10,C11,C01,C09,,,,,
001103-00-0682, C10,C09,C05,C06,C07,C03,,,,,
001103-00-0683, C06,C09,C10,,,,,,,,
001103-00-0686, C10,C09,C07,,,,,,,,
001103-00-0687, C06,C01,C09,C03,C10,,,,,,
001103-00-0690, C06,C07,C09,C10,C03,,,,,,
001103-00-0691, C06,,,,,,,,,,
001103-00-0694, C06,C10,,,,,,,,,
001103-00-0696, C07,C10,C03,C02,C06,C11,,,,,
001103-00-0697, C06,C02,C03,C09,C04,C11,,,,,
001103-00-0699, C06,C10,C01,C03,C07,C09,,,,,
001103-00-0701, C07,C01,,,,,,,,,
001103-00-0704, C08,C01,C11,C09,C05,C06,,,,,
001103-00-0706, C06,,,,,,,,,,
001103-00-0708, C10,C09,C04,C07,C06,,,,,,
001103-00-0710, C06,C07,C03,C09,C10,,,,,,
001103-00-0712, C01,C07,,,,,,,,,
001103-00-0714, C06,C05,C10,C07,,,,,,,
001103-00-0715, C06,C07,C10,,,,,,,,
001103-00-0717, C09,,,,,,,,,,
001103-00-0720, C02,C03,C05,C07,C10,C01,,,,,
001103-00-0721, C01,C10,,,,,,,,,
001103-00-0724, C09,C10,C07,C06,C03,C08,C05,C04,C02,C01,C11
001103-00-0726, C06,C03,C08,C09,C10,,,,,,
001103-00-0727, C07,,,,,,,,,,
001103-00-0729, C06,C09,C05,C10,C11,C01,C03,,,,
001103-00-0730, C04,C06,C10,,,,,,,,
001103-00-0732, C07,C05,C09,C03,C06,,,,,,
001103-00-0735, C07,C06,C09,C10,C03,,,,,,
001103-00-0737, C01,C09,C03,C07,C06,,,,,,
001103-00-0739, C01,C09,C03,,,,,,,,
001103-00-0741, C09,C06,C03,C10,C01,,,,,,
001103-00-0743, C06,C09,C01,C03,C10,,,,,,
001103-00-0745, C06,C09,C11,C04,C07,,,,,,
001103-00-0746, C06,,,,,,,,,,
001103-00-0749, C03,C06,C07,C09,C10,,,,,,
001103-00-0752, C04,C05,C08,C03,C10,,,,,,
001103-00-0753, C04,C05,C08,C03,C10,,,,,,
001103-00-0755, C01,,,,,,,,,,
001103-00-0756, C02,C05,C06,C01,C10,,,,,,
001103-00-0758, C06,,,,,,,,,,
001103-00-0760, C11,C03,C04,C01,C07,C10,,,,,
001103-00-0762, C10,C01,C08,C05,C02,C06,C04,C11,C07,,
001103-00-0765, C03,C11,C10,C01,C02,C04,C05,C06,C08,C09,
001103-00-0766, C03,C01,C11,C04,C08,C05,C07,C06,C09,C10,
001103-00-0768, C03,C06,C09,C10,,,,,,,
001103-00-0769, C01,C10,C09,C03,,,,,,,
001103-00-0774, C05,C04,C01,C08,C10,C11,C06,,,,
001103-00-0776, C05,C01,C04,C08,C11,C10,C06,C02,,,
001103-00-0777, C03,C06,C11,,,,,,,,
001103-00-0778, C06,,,,,,,,,,
001103-00-0779, C01,C10,C07,C05,C09,,,,,,
001103-00-0781, C09,C01,C10,C04,,,,,,,
001103-00-0783, C06,,,,,,,,,,
001103-00-0787, C06,C07,C02,C09,C03,,,,,,
001103-00-0788, C01,C06,C11,C02,,,,,,,
001103-00-0791, C09,C11,C10,C03,C07,C06,C08,C01,C02,,
001103-00-0792, C10,C05,,,,,,,,,
001103-00-0794, C06,C09,C10,C03,C05,,,,,,
001103-00-0796, C03,C10,C06,,,,,,,,
001103-00-0799, C05,C02,C10,C09,C04,,,,,,
001103-00-0800, C07,C06,C09,,,,,,,,
001103-00-0801, C03,C10,C09,C06,C07,C01,C04,C02,C11,C08,C05
001103-00-0802, C03,C09,C07,C10,C06,C04,C05,C08,,,
001103-00-0804, C03,C09,,,,,,,,,
001103-00-0808, C01,C10,C03,C07,C08,C05,,,,,
001103-00-0810, C10,C06,C03,C09,C07,,,,,,
001103-00-0811, C10,C02,C03,C04,C09,C07,C11,,,,
001103-00-0813, C07,,,,,,,,,,
001103-00-0818, C03,C10,C09,,,,,,,,
001103-00-0819, C09,,,,,,,,,,
001103-00-0821, C09,C07,C06,C03,C10,,,,,,
001103-00-0822, C06,C07,,,,,,,,,
001103-00-0824, C07,C06,,,,,,,,,
001103-00-0827, C01,,,,,,,,,,
001103-00-0828, C06,,,,,,,,,,
001103-00-0830, C03,C06,C07,C09,C10,,,,,,
001103-00-0833, C01,C10,C06,,,,,,,,
001103-00-0836, C02,C05,C10,,,,,,,,
001103-00-0837, C01,C04,C05,,,,,,,,
001103-00-0839, C06,C01,C03,C10,C09,C05,C08,C04,C07,C02,C11
001103-00-0840, C10,C02,C11,C04,C07,C05,,,,,
001103-00-0844, C06,C07,C09,,,,,,,,
001103-00-0845, C06,C03,C10,C09,C07,,,,,,
001103-00-0848, C01,,,,,,,,,,
001103-00-0850, C07,C03,C09,,,,,,,,
001103-00-0851, C03,C09,C02,C11,C04,C06,C05,,,,
001103-00-0853, C06,C09,,,,,,,,,
001103-00-0854, C07,C06,C09,C10,C03,C01,C04,C05,C02,C11,
001103-00-0857, C09,C01,C06,C10,,,,,,,
001103-00-0859, C07,C04,C10,,,,,,,,
001103-00-0860, C02,C05,C06,C10,C09,C03,C04,C07,C11,C01,
001103-00-0862, C06,C02,,,,,,,,,
001103-00-0863, C06,,,,,,,,,,
001103-00-0865, C06,C10,C07,C09,C03,,,,,,
001103-00-0867, C06,C10,C03,,,,,,,,
001103-00-0870, C06,C07,C04,,,,,,,,
001103-00-0872, C03,C02,C07,C06,C05,C04,C01,C11,C10,C08,C09
001103-00-0873, C06,C09,C03,C07,C10,C05,,,,,
001103-00-0875, C10,,,,,,,,,,
001103-00-0878, C05,C01,C10,C08,,,,,,,
001103-00-0881, C06,C07,,,,,,,,,
001103-00-0883, C06,,,,,,,,,,
001103-00-0885, C06,C03,C10,C11,C09,C08,C07,C02,C04,C01,
001103-00-0887, C03,C10,,,,,,,,,
001103-00-0888, C01,C10,C06,,,,,,,,
001103-00-0890, C01,C10,C06,,,,,,,,
001103-00-0892, C06,,,,,,,,,,
001103-00-0895, C06,C07,C02,C10,C09,C01,C11,,,,
001103-00-0896, C06,,,,,,,,,,
001103-00-0898, C11,C01,C06,,,,,,,,
001103-00-0900, C06,,,,,,,,,,
001103-00-0902, C09,C06,,,,,,,,,
001103-00-0905, C05,C01,C03,C07,C02,C06,C09,,,,
001103-00-0907, C08,C11,C01,C02,C07,C09,C10,C03,C04,C05,C06
001103-00-0910, C03,C01,C11,C08,C09,C10,,,,,
001103-00-0913, C06,C05,C09,C10,C11,C01,C02,,,,
001103-00-0914, C06,C07,C02,C09,,,,,,,
001103-00-0917, C01,C06,C07,C09,C02,C11,C10,,,,
001103-00-0920, C07,C09,C10,C06,C03,,,,,,
001103-00-0921, C02,C01,C04,C09,C10,,,,,,
001103-00-0923, C05,,,,,,,,,,
001103-00-0924, C07,C06,C09,C10,C01,C03,C11,C02,C04,C05,C08
001103-00-0926, C04,C10,,,,,,,,,
001103-00-0929, C10,,,,,,,,,,
001103-00-0930, C05,C04,C09,C03,,,,,,,
001103-00-0932, C06,C09,C01,,,,,,,,
001103-00-0935, C01,C04,C09,,,,,,,,
001103-00-0937, C10,C09,C07,,,,,,,,
001103-00-0939, C06,C03,C09,C10,,,,,,,
001103-00-0940, C03,C05,C10,C06,C07,,,,,,
001103-00-0942, C04,C05,C08,C11,C01,C02,,,,,
001103-00-0944, C03,C06,C07,,,,,,,,
001103-00-0945, C06,C01,,,,,,,,,
001103-00-0948, C10,C01,,,,,,,,,
001103-00-0950, C06,,,,,,,,,,
001103-00-0952, C01,C10,C04,,,,,,,,
001103-00-0953, C01,C08,C10,C11,C02,C05,,,,,
001103-00-0955, C08,C10,C01,C11,C02,C05,,,,,
001103-00-0957, C01,C09,C06,C10,C07,,,,,,
001103-00-0961, C05,C01,C02,C10,,,,,,,
001103-00-0963, C05,,,,,,,,,,
001103-00-0965, C05,C01,C06,,,,,,,,
001103-00-0968, C03,C06,C01,,,,,,,,
001103-00-0969, C11,C03,C01,C10,C07,C04,C06,C09,,,
001103-00-0971, C06,C03,,,,,,,,,
001103-00-0973, C07,C04,C10,C11,C01,C03,C02,C05,C06,C08,C09
001103-00-0974, C03,C09,C10,C07,,,,,,,
001103-00-0976, C05,C10,C01,,,,,,,,
001103-00-0979, C05,C02,C04,C11,C01,,,,,,
001103-00-0982, C03,,,,,,,,,,
001103-00-0984, C10,,,,,,,,,,
001103-00-0985, C01,C02,C06,,,,,,,,
001103-00-0988, C03,C06,C02,C10,,,,,,,
001103-00-0990, C06,,,,,,,,,,
001103-00-0991, C01,C05,C06,C07,C09,,,,,,
001103-00-0994, C06,,,,,,,,,,
001103-00-0996, C06,,,,,,,,,,
001103-00-0998, C10,C03,C02,C09,C07,C06,C05,C04,C01,C11,
001103-00-0999, C02,C04,C01,C09,C10,,,,,,
001103-00-1002, C06,C07,C10,,,,,,,,
001103-00-1004, C06,C03,C10,C09,C07,,,,,,
001103-00-1006, C05,C10,C02,C11,C08,C01,C04,C03,C07,,
001103-00-1008, C01,C09,C08,,,,,,,,
001103-00-1010, C10,C09,,,,,,,,,
001103-00-1011, C06,C07,C10,,,,,,,,
001103-00-1015, C06,C10,C01,C03,C07,,,,,,
001103-00-1017, C06,,,,,,,,,,
001103-00-1019, C06,C07,,,,,,,,,
001103-00-1022, C10,,,,,,,,,,
001103-00-1023, C01,C06,C08,,,,,,,,
001103-00-1025, C10,C03,C09,C07,C02,C05,C06,,,,
001103-00-1027, C10,C02,C01,C08,C09,C05,,,,,
001103-00-1028, C09,C05,C04,,,,,,,,
001103-00-1030, C10,C01,C06,C07,C09,C03,C04,C05,C08,C11,C02
001103-00-1033, C09,C10,C07,C03,C11,C01,C05,,,,
001103-00-1035, C06,C03,C10,C05,C09,,,,,,
001103-00-1038, C11,,,,,,,,,,
001103-00-1040, C08,C09,C10,C11,C01,C02,C03,C04,C05,C06,C07
001103-00-1042, C06,C09,C03,,,,,,,,
001103-00-1044, C05,C01,C02,C03,C07,C11,C06,C09,,,
001103-00-1045, C05,C01,C02,C10,C08,C06,C11,C04,C07,C09,C03
001103-00-1048, C01,C10,C07,,,,,,,,
001103-00-1049, C03,C10,C06,,,,,,,,
001103-00-1052, C01,C10,C09,,,,,,,,
001103-00-1053, C06,C07,,,,,,,,,
001103-00-1056, C06,C03,C09,C04,C11,C02,,,,,
001103-00-1057, C03,C09,C10,C07,,,,,,,
001103-00-1060, C10,C02,C05,C11,C04,C07,C01,,,,
001103-00-1062, C07,C06,,,,,,,,,
001103-00-1064, C09,,,,,,,,,,
001103-00-1065, C07,C10,,,,,,,,,
001103-00-1068, C08,C10,,,,,,,,,
001103-00-1070, C07,C10,,,,,,,,,
001103-00-1071, C03,C10,C07,C09,C05,,,,,,
001103-00-1074, C10,C09,C03,,,,,,,,
001103-00-1075, C04,,,,,,,,,,
001103-00-1078, C06,C07,C09,C03,,,,,,,
001103-00-1080, C09,C05,C01,,,,,,,,
001103-00-1082, C06,C07,C11,,,,,,,,
001103-00-1084, C10,C07,C02,,,,,,,,
001103-00-1086, C01,C07,C06,,,,,,,,
001103-00-1087, C03,C09,C07,,,,,,,,
001103-00-1090, C10,C03,C06,C07,,,,,,,
001103-00-1092, C01,,,,,,,,,,
001103-00-1093, C05,C02,C07,C11,C06,C01,C03,C10,C09,C04,
001103-00-1095, C02,C09,C06,C05,C10,,,,,,
001103-00-1098, C10,C09,C03,C07,,,,,,,
