ID,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice
000301-00-1077, C03,C02,C06,,,,,
000301-00-1097, C03,C02,,,,,,
000301-00-1104, C03,,,,,,,
000301-00-1110, C03,C06,C01,C02,,,,
000301-00-1114, C03,C02,C04,C06,C05,,,
000301-00-1138, C01=C02=C04=C05=C06=C07=C08,C03,,,,,,
000301-00-1180, C03,C04,C08,C02,C06,C01,C05,
000301-00-1215, C03,C08,,,,,,
000301-00-1231, C03,C02,,,,,,
000301-00-1240, C03,C02,,,,,,
000301-00-1249, C03,,,,,,,
000301-00-1258, C03,C02,,,,,,
000301-00-1262, C03,C02,C07,C06,C04,C05,C01,C08
000301-00-1272, C03,C02,C06,C04,C07,C01,,
000301-00-1274, C03,C02,C07,C08,C06,C05,C04,C01
000301-00-1290, C03,C08,C02,,,,,
000301-00-1301, C03,C04,C07,,,,,
000301-00-1305, C03,C06,C02,C08,C01,C07,C04,C05
000301-00-1311, C03,C02,C06,,,,,
000301-00-1315, C03,C02,,,,,,
000301-00-1328, C03,C02,C04,,,,,
000301-00-1347, C03,,,,,,,
000301-00-1370, C03,C02,C05,C06,C07,C08,C01,
000301-00-1372, C03,C02,C04,,,,,
000301-00-1381, C03,,,,,,,
000301-00-1408, C03,C04,C07,C08,C02,C01,C05,C06
000301-00-1430, C03,C05,C06,C04,C07,C01,C08,C02
000301-00-1437, C03,C02,,,,,,
000301-00-1448, C03,C02,C04,C06,,,,
000301-00-1451, C03,C06,C05,C01,C04,C07,C08,C02
000301-00-1467, C03,C04,,,,,,
000301-00-1468, C03,C02,C04,,,,,
000301-00-1473, C03,C04,C02,C01,C06,C07,,
000301-00-1475, C03,C02,C04,,,,,
000301-00-1491, C03,C04,C02,C08,C07,C01,C05,C06
000301-00-1493, C03,C02,C04,C08,C07,,,
000301-00-1504, C03,C04,C07,C08,C02,C01,C06,C05
000301-00-1512, C03,C02,C08,C07,C04,,,
000301-00-1529, C03,C02,C04,C07,C08,,,
000301-00-1531, C03,C02,,,,,,
000301-00-1535, C03,C02,,,,,,
000301-00-1548, C03,C04,C02,,,,,
000301-00-1560, C03,,,,,,,
000301-00-1563, C03,C02,,,,,,
000301-00-1569, C03,C04,C08,C02,,,,
000301-00-1580, C03,C02,C04,,,,,
000301-00-1586, C03,C02,C01,C04,C05,C08,C06,C07
000301-00-1610, C03,C04,,,,,,
000301-00-1632, C03,C02,,,,,,
000301-00-1662, C03,C06,,,,,,
000301-00-1707, C03,C02,C07,C04,C08,,,
000301-00-1712, C03,C02,C05,C06,C07,C08,C01,
000301-00-1718, C03,C02,,,,,,
000301-00-1719, C03,C06,C04,C02,,,,
000301-00-1747, C03,C04,C08,C06,C05,C07,C01,C02
000301-00-0025, C03,C04,WI01,,,,,
000301-00-0028, C03,C02,C04,C07,C08,C06,C01,C05
000301-00-0029, C03,C02,C05,C06,C08,,,
000301-00-0031, C03,C02,C04,C05,,,,
000301-00-0036, C03,,,,,,,
000301-00-0041, C03,,,,,,,
000202-00-0012, C03,C02,C01,C08,C07,C06,C05,C04
000202-00-0070, C03,C08,,,,,,
000202-00-0082, C03,C02,C07,C04,C08,,,
000202-00-0115, C03,,,,,,,
000202-00-0124, C03,C04,,,,,,
000202-00-0125, C03,C06,C02,,,,,
000202-00-0140, C03,C02,C04,C07,C08,,,
000202-00-0215, C03,C04,C02,C07,C08,C01,C05,C06
000202-00-0227, C03,C02,C04,,,,,
000202-00-0283, C03,C05,,,,,,
000202-00-0438, C03,,,,,,,
000903-00-0013, C03,C02,,,,,,
000903-00-0064, C03,C04,C07,C08,C02,,,
000903-00-0066, C03,,,,,,,
000903-00-0104, C03,C05,C02,,,,,
000903-00-0118, C03,C08,,,,,,
000903-00-0217, C03,C04,C07,C05,,,,
000903-00-0230, C03,C02,C06,,,,,
000903-00-0322, C03,,,,,,,
000903-00-0388, C03,C02,,,,,,
000903-00-0410, C03,C02,C04,C05,C07,C08,C01,C06
000903-00-0476, C03,C06,C02,C08,,,,
000903-00-0498, C03,C08,C02,C05,C06,,,
000903-00-0513, C03,C05,C02,C04,C06,C07,,
000903-00-0577, C03,,,,,,,
000903-00-0589, C03,C08,C02,C04,C05,C07,C06,C01
000903-00-0592, C03,,,,,,,
000903-00-0620, C03,C02,,,,,,
000903-00-0648, C03,,,,,,,
000903-00-0656, C03,C06,C05,C01,,,,
000903-00-0663, C03,C08,C02,,,,,
000903-00-0688, C03,C02,C05,C04,,,,
000903-00-0724, C03,C05,,,,,,
000903-00-0748, C03,C02,C04,C05,,,,
000903-00-0769, C03,,,,,,,
000903-00-0787, C03,C02,C04,,,,,
000903-00-0791, C03,C02,C04,C05,,,,
000903-00-0797, C03,C08,C05,,,,,
000903-00-0842, C03,C04,C02,,,,,
000903-00-0847, C03,C02,C04,C08,C05,,,
000903-00-0864, C03,C08,C01,C06,C05,,,
000903-00-0867, C03,C02,,,,,,
000903-00-0873, C03,C02,C04,C06,C07,,,
000903-00-0879, C03,C08,C02,,,,,
000903-00-0896, C03,C04,C08,C05,,,,
000903-00-0905, C03,C04,C02,,,,,
000903-00-0911, C03,C02,,,,,,
000903-00-0919, C03,C02,C06,C04,,,,
000903-00-0946, C03,C02,C05,C06,,,,
000903-00-0949, C03,,,,,,,
000903-00-0953, C03,C02,C05,C06,C04,,,
000903-00-1024, C03,C08,C05,,,,,
000903-00-1057, C03,C02,,,,,,
000903-00-1085, C03,C04,C08,C05,C02,,,
000903-00-1101, C03,C02,C01,,,,,
000903-00-1125, C03,C02,C05,,,,,
000903-00-1135, C03,C02,,,,,,
000903-00-1139, C03,C02,C04,,,,,
000903-00-1159, C03,C02,C04,,,,,
000903-00-1161, C03,,,,,,,
000903-00-1181, C03,C02,C08,,,,,
000903-00-1220, C03,C02,,,,,,
000903-00-1246, C03,C02,C04,,,,,
000903-00-1253, C03,C02,,,,,,
000903-00-1345, C03,C02,C06,,,,,
000903-00-1402, C03,C04,C05,,,,,
000903-00-1403, C03,,,,,,,
000903-00-1410, C03,C02,,,,,,
000903-00-1450, C03,C04,,,,,,
000903-00-1456, C03,,,,,,,
000903-00-1458, C03,C02,C08,C01,,,,
000903-00-1492, C03,C02,C05,,,,,
000903-00-1497, C03,C02,,,,,,
000903-00-1525, C03,C02,,,,,,
000903-00-1537, C03,C02,C07,C05,,,,
000903-00-1600, C03,C05,,,,,,
000903-00-1616, C03,,,,,,,
000903-00-1618, C03,,,,,,,
000903-00-1636, C03,C02,,,,,,
000903-00-1641, C03,C02,C04,C05,,,,
000903-00-1648, C03,C05,C04,C07,C08,C01,C02,C06
000903-00-1659, C03,C02,C05,,,,,
000903-00-1684, C03,C02,C01,,,,,
000903-00-1697, C03,C02,C04=C07,C05=C08,,,,
000903-00-1754, C03,C04,C08,,,,,
000903-00-1776, C03,C06,C07,C08,C01,C02,C04,C05
000903-00-1786, C03,C02,,,,,,
000903-00-1801, C03,,,,,,,
000903-00-1804, C03,C08,C07,,,,,
000903-00-1824, C03,C08,C02,C05,,,,
000903-00-1831, C03,C02,,,,,,
000903-00-1834, C03,,,,,,,
000903-00-1843, C03,C02,C08,C07,C06,,,
000903-00-1852, C03,C02,C04,C05,,,,
000903-00-1855, C03,C05,C07,C02,C08,,,
000903-00-1877, C03,C06,C04,C01,C02,C08,,
000903-00-1882, C03,,,,,,,
000903-00-1887, C03,C02,C01,C08,C06,,,
000903-00-1896, C03,C05,C02,,,,,
000903-00-1900, C03,C04,C02,,,,,
000903-00-1911, C02=C08,C03,,,,,,
000903-00-1918, C03,C08,,,,,,
000903-00-1927, C03,C08,C07,C04,C05,C02,C01,C06
000903-00-1933, C03,C02,,,,,,
000903-00-1938, C03,C05,C02,C04,C08,,,
000903-00-1939, C03,C05,C02,,,,,
000903-00-1960, C03,C08,C07,,,,,
000903-00-1965, C03,C06,C08,,,,,
000903-00-1966, C03,C02,C08,C04,C07,,,
000903-00-1978, C03,C04,C06,C02,C08,,,
000903-00-1987, C03,C02,C04,C08,C07,C06,C01,C05
000903-00-2013, C03,C02,C05,C06,,,,
000903-00-2014, C03,C02,C04,,,,,
000903-00-2022, C03,,,,,,,
000903-00-2025, C03,C02,,,,,,
000903-00-2026, C03,C02,C08,,,,,
000903-00-2029, C03,C02,C08,C04,,,,
000903-00-2051, C03,C02,C06,,,,,
000903-00-2055, C03,C02,,,,,,
000903-00-2058, C03,C04,C02,,,,,
000903-00-2061, C03,C02,,,,,,
000903-00-2065, C03,C02,C04,C07,C08,C05,,
000903-00-2094, C03,,,,,,,
000903-00-2102, C03,C02,,,,,,
000903-00-2117, C03,C02,C06,C04,C08,C07,C05,
000903-00-2118, C03,C02,C01,C05,C08,C06,C07,C04
000903-00-2123, C03,C02,,,,,,
000903-00-2138, C03,C04,C08,,,,,
000903-00-2141, C03,C01,C02,C04,C08,C07,C06,
000903-00-2159, C03,C02,,,,,,
000903-00-2167, C03,C02,,,,,,
000903-00-2189, C03,,,,,,,
000903-00-2199, C03,C02,,,,,,
000903-00-2221, C03,C04,C08,C05,C06,C02,C01,C07
000903-00-2235, C03,,,,,,,
000903-00-2236, C03,,,,,,,
000903-00-2243, C03,C02,,,,,,
000903-00-2268, C03,C02,C08,C04,C05,C01,C06,C07
000903-00-2273, C03,C02,C04,C08,C07,,,
000903-00-2313, C03,,,,,,,
000903-00-2319, C03,C02,,,,,,
000903-00-2358, C03,,,,,,,
000903-00-2363, C03,,,,,,,
000903-00-2364, C03,C02,C08,C06,,,,
000903-00-2376, C03,,,,,,,
000903-00-2379, C03,,,,,,,
000903-00-2403, C03,C02,C07,C04,,,,
000903-00-2469, C03,C02,C05,,,,,
000903-00-2472, C03,C05,,,,,,
000903-00-2477, C03,C02,,,,,,
000903-00-2522, C03,C02,C04,,,,,
000903-00-2530, C03,C02,,,,,,
000903-00-2536, C03,C02,C04,,,,,
000903-00-2541, C03,C04,C07,,,,,
000903-00-2574, C03,C02,C04,,,,,
000903-00-2577, C03,C07,C08,C05,C06,,,
000903-00-2583, C03,C02,C04,,,,,
000903-00-2586, C03,C04,C02,,,,,
000903-00-2587, C03,C02,C07,,,,,
000903-00-2598, C03,C02,,,,,,
000903-00-2617, C03,C02,,,,,,
000903-00-2647, C03,C02,C07,C08,C04,,,
000903-00-2664, C03,,,,,,,
000903-00-2682, C03,C08,C06,C07,C01,C02,C04,
000903-00-2686, C03,C01,C04,,,,,
000903-00-2693, C03,C08,C07,C06,,,,
000903-00-2705, C03,C08,C06,,,,,
000903-00-2708, C03,C08,C01,C02,C04,C05,C06,C07
000903-00-2729, C03,C02,C06,C08,C04,,,
000903-00-2735, C03,C02,C04,,,,,
000903-00-2746, C03,,,,,,,
000903-00-2752, C03,C08,,,,,,
000903-00-2766, C03,C02,,,,,,
000903-00-2774, C03,C02,,,,,,
000903-00-2778, C03,C02,,,,,,
000903-00-2792, C03,,,,,,,
000903-00-2815, C03,,,,,,,
000903-00-0014, C03,C02,C04,C05,C06,C01,C07,WI01
000903-00-0019, C03,C08,C05,WI01,C04,,,
000203-00-0027, C03,C02,C01,C06,C05,,,
000203-00-0048, C03,C04,,,,,,
000203-00-0084, C03,C02,C08,C07,C04,,,
000203-00-0237, C03,C06,C08,C04,,,,
000203-00-0278, C03,,,,,,,
000203-00-0476, C03,C02,C08,C07,C04,,,
000203-00-0499, C03,C04,,,,,,
000203-00-0505, C03,C01,C07,C08,C04,C02,C05,C06
000203-00-0519, C03,C04,C05,C01,C08,,,
000403-00-0002, C03,C02,C07,C06,,,,
000403-00-0006, C03,C04,C05,C08,,,,
000403-00-0084, C03,C02,C04,,,,,
000403-00-0108, C03,C08,C02,,,,,
000403-00-0176, C03,,,,,,,
000403-00-0179, C03,C04,C07,C08,C02,,,
000403-00-0252, C03,,,,,,,
000403-00-0272, C03,C04,C07,C08,C02,,,
000403-00-0325, C03,C02,C04,C07,C08,C05,C06,
000403-00-0339, C03,C08,C02,C04=C05=C07,,,,
000403-00-0434, C03,C04,C02,C05,C01,C08,C07,C06
000403-00-0471, C03,C02,C04,,,,,
000403-00-0547, C03,C08,C04,,,,,
000403-00-0582, C03,C08,,,,,,
000403-00-0618, C03,C02,,,,,,
000403-00-0680, C03,C08,C05,,,,,
000302-00-0030, C03,C08,C05,,,,,
000302-00-0068, C03,,,,,,,
000302-00-0083, C03,C04,C08,C07,C02,C01,,
000302-00-0114, C02=C06,C03,,,,,,
000302-00-0151, C03,C02,C04,,,,,
000302-00-0242, C03,,,,,,,
000302-00-0261, C03,C04,,,,,,
000302-00-0269, C03,C02,,,,,,
000302-00-0377, C03,C08,C01,C06,C05,,,
000302-00-0428, C03,C01,C05,,,,,
000302-00-0443, C03,,,,,,,
000302-00-0452, C03,,,,,,,
000302-00-0472, C03,C08,,,,,,
000302-00-0506, C03,,,,,,,
000302-00-0510, C03,C02,,,,,,
000302-00-0525, C03,C02,C05,,,,,
000302-00-0546, C03,C02,,,,,,
000302-00-0557, C03,C04,C07,,,,,
000302-00-0562, C03,C08,C05,,,,,
000302-00-0594, C03,C08,C04,,,,,
000302-00-0606, C03,,,,,,,
000302-00-0634, C03,,,,,,,
000302-00-0673, C03,C02,,,,,,
000302-00-0689, C03,C08,,,,,,
000302-00-0696, C03,C06,C04,,,,,
000302-00-0758, C03,C07,C05,C06,C08,C02,C01,C04
000302-00-0770, C03,,,,,,,
000302-00-0776, C03,,,,,,,
000302-00-0779, C03,,,,,,,
000302-00-0783, C03,,,,,,,
000302-00-0787, C03,,,,,,,
000302-00-0789, C03,,,,,,,
000302-00-0809, C03,C02,,,,,,
000302-00-0813, C03,C02,C06,,,,,
000302-00-0835, C03,C02,C05,,,,,
000302-00-0917, C03,C02,,,,,,
000302-00-0951, C03,C02,C08,C07,C04,,,
000302-00-0970, C03,,,,,,,
000302-00-0994, C03,,,,,,,
000302-00-1029, C03,C02,C04,C05,C01,,,
000302-00-1074, C03,,,,,,,
000302-00-1081, C03,C08,C06,,,,,
000302-00-1083, C03,C06,C05,C01,C08,,,
000302-00-1114, C03,C08,,,,,,
000302-00-1125, C03,C08,C06,,,,,
000302-00-1137, C03,C06,C04,C07,C01,C08,C05,C02
000302-00-1142, C03,,,,,,,
000302-00-1148, C03,C02,,,,,,
000302-00-1154, C03,C02,C04,C07,,,,
000302-00-1159, C03,C08,C02,,,,,
000302-00-1266, C03,C07,C04,,,,,
000302-00-1274, C03,C02,C04,C06,C05,C07,,
000302-00-1282, C03,C02,C04,,,,,
000302-00-1303, C03,C08,,,,,,
000302-00-1324, C03,,,,,,,
000302-00-1327, C03,C02,C08,,,,,
000302-00-1344, C03,,,,,,,
000302-00-1358, C03,C02,C04,,,,,
000302-00-1434, C03,C02,C08,C04,C07,,,
000302-00-1462, C03,,,,,,,
000302-00-1478, C03,C01,C04,C06,,,,
000302-00-1487, C03,C02,,,,,,
000302-00-1510, C03,C02,C08,C07,C06,C05,C04,C01
000302-00-0009, C03,C07,C01,C08,C04,C02,,
000302-00-0019, C03,C02,C06,C07,C08,C04,,
000103-00-0001, C03,C02,C06,,,,,
000103-00-0007, C03,C02,C06,,,,,
000103-00-0011, C03,C02,,,,,,
000103-00-0023, C03,,,,,,,
000103-00-0026, C03,C04,C08,,,,,
000103-00-0033, C03,C06,,,,,,
000103-00-0034, C03,C02,,,,,,
000103-00-0038, C03,C02,,,,,,
000103-00-0048, C03,,,,,,,
000103-00-0051, C03,,,,,,,
000103-00-0052, C03,C02,C04,,,,,
000103-00-0064, C03,C02,,,,,,
000103-00-0067, C03,C02,,,,,,
000103-00-0070, C03,C04,,,,,,
000103-00-0093, C03,,,,,,,
000103-00-0094, C03,C02,C04,,,,,
000103-00-0109, C03,C02,,,,,,
000103-00-0113, C03,C02,C04,C01,C06,C05,C07,C08
000103-00-0122, C03,C02,C08,,,,,
000103-00-0126, C03,C02,C08,C07,C06,C04,C01,
000103-00-0131, C03,C06,C02,,,,,
000103-00-0133, C03,C02,C04,C08,C07,C01,C06,C05
000103-00-0137, C03,C02,C04,C07,C08,,,
000103-00-0154, C03,C02,C04,,,,,
000103-00-0163, C03,C02,C01,C07,C06,C05,C04,C08
000103-00-0169, C03,C02,,,,,,
000103-00-0171, C03,C02,C06,C01,C05,,,
000103-00-0175, C03,C02,C08,,,,,
000103-00-0178, C03,C02,C08,C07,C04,,,
000103-00-0183, C03,C02,C04,,,,,
000103-00-0195, C03,C02,,,,,,
000103-00-0198, C03,C04,C02,,,,,
000103-00-0204, C03,C01,,,,,,
000103-00-0215, C03,C02,,,,,,
000103-00-0218, C03,,,,,,,
000103-00-0219, C03,,,,,,,
000103-00-0227, C03,C02,,,,,,
000103-00-0228, C03,,,,,,,
000103-00-0239, C03,C02,C06,,,,,
000103-00-0251, C03,C02,C04,,,,,
000103-00-0255, C03,C02,C01,C04,C07,,,
000103-00-0264, C03,C02,C04,,,,,
000103-00-0272, C03,C02,C04,C06,C07,C08,C01,C05
000103-00-0273, C03,C08,C07,C04,C02,C01,C05,C06
000103-00-0281, C03,,,,,,,
000103-00-0286, C03,,,,,,,
000103-00-0312, C03,C02,C04,,,,,
000103-00-0315, C03,C02,C04,,,,,
000103-00-0318, C03,C02,C04,,,,,
000103-00-0324, C03,,,,,,,
000103-00-0334, C03,C02,,,,,,
000103-00-0336, C03,,,,,,,
000103-00-0346, C03,,,,,,,
000103-00-0349, C03,C02,C08,,,,,
000103-00-0363, C03,C04,C02,,,,,
000103-00-0364, C03,C04,C02,,,,,
000103-00-0371, C03,C02,C04,C01,C07,C08,C06,C05
000103-00-0379, C03,C02,C07,C04,,,,
000103-00-0389, C03,C02,C04,C01,C08,C07,C05,C06
000103-00-0396, C03,C02,C08,C01,,,,
000103-00-0418, C03,C04,C06,C01,,,,
000103-00-0420, C03,,,,,,,
000103-00-0425, C03,C02,C05,C06,,,,
000103-00-0427, C03,C02,,,,,,
000103-00-0431, C03,C01,,,,,,
000103-00-0433, C03,C02,,,,,,
000103-00-0440, C03,,,,,,,
000103-00-0445, C03,C02,,,,,,
000103-00-0447, C03,C01,C08,C07,C06,,,
000103-00-0458, C03,,,,,,,
000103-00-0460, C03,C02,,,,,,
000103-00-0466, C03,C02,C01,C05,C07,C06,,
000103-00-0479, C03,,,,,,,
000103-00-0482, C03,C01,C04,,,,,
000103-00-0486, C03,C02,C04,C08,,,,
000103-00-0491, C03,C02,,,,,,
000103-00-0499, C03,C02,C08,C06,C01,,,
000103-00-0502, C03,,,,,,,
000103-00-0506, C03,C02,C04,C08,,,,
000103-00-0515, C03,C02,,,,,,
000103-00-0521, C03,C02,C08,C07,C06,C04,C05,
000103-00-0527, C03,C02,C08,,,,,
000103-00-0530, C03,C02,C04,,,,,
000103-00-0536, C03,,,,,,,
000103-00-0539, C03,C02,,,,,,
000103-00-0543, C03,,,,,,,
000103-00-0550, C03,C02,,,,,,
000103-00-0553, C03,,,,,,,
000103-00-0554, C03,C02,,,,,,
000103-00-0559, C03,,,,,,,
000103-00-0586, C03,,,,,,,
000103-00-0589, C03,,,,,,,
000103-00-0600, C03,C02,,,,,,
000103-00-0601, C03,C07,,,,,,
000103-00-0606, C03,C02,,,,,,
000103-00-0612, C03,C08,,,,,,
000103-00-0618, C03,,,,,,,
000103-00-0619, C03,C02,,,,,,
000103-00-0642, C03,C02,,,,,,
000103-00-0645, C03,,,,,,,
000103-00-0650, C03,,,,,,,
000103-00-0661, C03,,,,,,,
000103-00-0663, C03,,,,,,,
000103-00-0671, C03,C08,,,,,,
000103-00-0680, C03,C02,,,,,,
000103-00-0681, C03,C06,C08,,,,,
000103-00-0682, C03,,,,,,,
000103-00-0685, C03,C02,,,,,,
000103-00-0703, C03,C02,C08,,,,,
000103-00-0706, C03,,,,,,,
000103-00-0711, C03,,,,,,,
000103-00-0724, C03,C02,,,,,,
000103-00-0725, C03,C02,C04,,,,,
000103-00-0729, C03,,,,,,,
000103-00-0732, C03,,,,,,,
000103-00-0738, C03,C01,C07,,,,,
000103-00-0739, C03,,,,,,,
000103-00-0742, C03,,,,,,,
000103-00-0750, C03,,,,,,,
000103-00-0753, C03,C02,,,,,,
000103-00-0755, C03,C02,,,,,,
000103-00-0759, C03,C06,C02,,,,,
000103-00-0760, C03,,,,,,,
000103-00-0765, C03,C02,,,,,,
000103-00-0768, C03,C02,C04,C07,C08,,,
000103-00-0771, C03,C02,,,,,,
000103-00-0774, C03,C06,C08,,,,,
000103-00-0777, C03,C08,C06,,,,,
000103-00-0782, C03,C02,C08,C06,C04,C01,C05,C07
000103-00-0786, C03,C04,,,,,,
000103-00-0794, C03,C02,,,,,,
000103-00-0798, C03,C02,C06,C04,C05,C07,C08,C01
000103-00-0804, C03,C02,,,,,,
000103-00-0807, C03,C02,C04,C07,C08,,,
000103-00-0810, C03,C06,C08,C02,C01,C04,C05,C07
000103-00-0813, C03,C02,C06,,,,,
000103-00-0819, C03,,,,,,,
000103-00-0822, C03,C02,,,,,,
000103-00-0832, C03,C02,C08,C07,C06,C05,C04,
000103-00-0849, C03,,,,,,,
000103-00-0852, C03,,,,,,,
000103-00-0856, C03,,,,,,,
000103-00-0863, C03,C02,C04,C07,C08,C06,,
000103-00-0865, C03,C04,,,,,,
000103-00-0872, C03,,,,,,,
000103-00-0877, C03,,,,,,,
000103-00-0879, C03,C02,C04,,,,,
000103-00-0897, C03,C02,,,,,,
000103-00-0900, C03,C02,C04,C07,C08,,,
000103-00-0903, C03,,,,,,,
000103-00-0909, C03,C02,C05,,,,,
000103-00-0912, C03,C02,C06,,,,,
000103-00-0927, C03,C02,C08,,,,,
000103-00-0930, C03,C01=C02=C04=C05=C06=C07=C08,,,,,,
000103-00-0939, C03,,,,,,,
000103-00-0949, C03,,,,,,,
000103-00-0951, C03,,,,,,,
000103-00-0954, C03,C01,C08,,,,,
000103-00-0966, C03,C02,,,,,,
000103-00-0975, C03,,,,,,,
000103-00-0980, C03,C02,C04,C08,C06,,,
000103-00-0983, C03,C02,C08,,,,,
000103-00-0992, C03,C04,C07,,,,,
000103-00-0998, C03,,,,,,,
000103-00-1008, C03,,,,,,,
000103-00-1012, C03,,,,,,,
000103-00-1015, C03,C04,,,,,,
000103-00-1021, C03,,,,,,,
000103-00-1026, C03,C07,C01,C04,C06,C08,C05,
000103-00-1028, C03,C02,,,,,,
000103-00-1033, C03,C02,,,,,,
000103-00-1034, C03,C04,C02,C01,C05,,,
000103-00-1043, C03,C02,C07,C05,C08,C04,C06,C01
000103-00-1066, C03,C02,C04,,,,,
000103-00-1067, C03,C02,,,,,,
000103-00-1070, C03,,,,,,,
000103-00-1073, C03,C02,C04,C07,C08,,,
000103-00-1077, C03,C01,C02,C04,C06,C05,C07,C08
000103-00-1087, C03,C02,C05,,,,,
000103-00-1105, C03,,,,,,,
000103-00-1106, C03,C02,C07,C01,C06,C08,,
000103-00-1114, C03,,,,,,,
000103-00-1116, C03,,,,,,,
000103-00-1120, C03,,,,,,,
000103-00-1123, C03,C02,,,,,,
000103-00-1127, C03,C01,C07,C05,,,,
000103-00-1143, C03,C02,C06,C08,,,,
000103-00-1147, C03,C02,,,,,,
000103-00-1151, C03,C02,C04,C07,,,,
000103-00-1168, C03,C02,C04,,,,,
000103-00-1170, C03,C02,,,,,,
000103-00-1177, C03,C02,C06,C04,C07,,,
000103-00-1183, C03,C02,,,,,,
000103-00-1193, C03,,,,,,,
000103-00-1196, C03,,,,,,,
000103-00-1219, C03,C02,C04,C08,C07,,,
000103-00-1221, C03,,,,,,,
000103-00-1235, C03,C02,,,,,,
000103-00-1241, C03,C08,,,,,,
000103-00-1244, C03,C04,C02,C08,C01,C05,C07,C06
000103-00-1257, C03,C02,,,,,,
000103-00-1263, C03,,,,,,,
000103-00-1273, C03,C02,C04,C08,C07,,,
000103-00-1274, C03,C04,C08,,,,,
000103-00-1277, C03,C05,C01,,,,,
000103-00-1280, C03,,,,,,,
000103-00-1302, C03,C02,C04,C07,C08,,,
000103-00-1313, C03,,,,,,,
000103-00-1336, C03,C02,C01,C08,C04,C05,C07,C06
000103-00-1349, C03,C04,,,,,,
000103-00-1357, C03,C02,C04,C07,C08,,,
000103-00-1364, C03,C02,,,,,,
000103-00-1371, C03,C02,,,,,,
000103-00-1373, C03,C02,,,,,,
000103-00-1377, C03,C02,C04,,,,,
000103-00-1382, C03,,,,,,,
000103-00-1384, C03,C02,C04,,,,,
000103-00-1395, C03,C02,C04,C08,C06,,,
000103-00-1405, C03,,,,,,,
000103-00-1406, C03,,,,,,,
000103-00-1415, C03,C08,,,,,,
000103-00-1419, C03,C02,,,,,,
000103-00-1422, C03,,,,,,,
000103-00-1425, C03,C02,,,,,,
000103-00-1432, C03,,,,,,,
000103-00-1434, C03,,,,,,,
000103-00-1437, C03,C02,,,,,,
000103-00-1439, C03,C02,,,,,,
000103-00-1440, C03,C02,,,,,,
000103-00-1449, C03,C04,C07,C02,C08,,,
000103-00-1458, C03,C04,,,,,,
000103-00-1466, C03,C02,C08,C04,C07,,,
000103-00-1476, C03,C02,,,,,,
000103-00-1479, C03,,,,,,,
000103-00-1484, C03,,,,,,,
000103-00-1487, C03,C04,C08,C02,C05,C01,C07,C06
000103-00-1511, C03,C02,,,,,,
000103-00-1516, C03,C04,,,,,,
000103-00-1518, C03,C04,C08,C02,C05,C07,,
000103-00-1524, C03,C02,,,,,,
000103-00-1529, C03,C02,,,,,,
000103-00-1534, C03,C02,,,,,,
000103-00-1538, C03,C04,C02,C08,C05,C06,,
000103-00-1539, C03,C04,C02,C08,,,,
000103-00-1545, C03,,,,,,,
000103-00-1581, C03,,,,,,,
000103-00-1586, C03,,,,,,,
000103-00-1590, C03,,,,,,,
000103-00-1603, C03,C02,C04,C05,C06,C07,C08,C01
000103-00-1604, C03,C04,C08,C02,,,,
000103-00-1607, C03,C02,C08,,,,,
000103-00-1613, C03,,,,,,,
000103-00-1618, C03,,,,,,,
000103-00-1619, C03,,,,,,,
000103-00-1630, C03,C04,C02,C08,,,,
000103-00-1634, C03,C02,C01,,,,,
000103-00-1640, C03,,,,,,,
000103-00-1647, C03,C02,,,,,,
000103-00-1654, C03,,,,,,,
000103-00-1655, C03,C02,,,,,,
000103-00-1658, C03,C02,C04,,,,,
000103-00-1663, C03,,,,,,,
000103-00-1666, C03,C04,C06,C05,C02,C01,C08,C07
000103-00-1674, C03,C02,,,,,,
000103-00-1681, C03,C07,C02,,,,,
000103-00-1685, C03,,,,,,,
000103-00-1691, C03,,,,,,,
000103-00-1698, C03,,,,,,,
000103-00-1700, C03,,,,,,,
000103-00-1703, C03,,,,,,,
000103-00-1706, C03,,,,,,,
000103-00-1710, C03,C08,C07,C04,C02,,,
000103-00-1732, C03,C02,C04,,,,,
000103-00-1734, C03,C01,C08,C07,C04,C05,C02,
000103-00-1737, C03,C02,,,,,,
000103-00-1742, C03,,,,,,,
000103-00-1745, C03,C02,,,,,,
000103-00-1751, C03,C08,,,,,,
000103-00-1768, C03,,,,,,,
000103-00-1773, C03,C02,C08,,,,,
000103-00-1776, C03,C02,,,,,,
000103-00-1779, C03,C08,C02,,,,,
000103-00-1785, C03,C02,C04,C05,C06,,,
000103-00-1799, C03,C04,C02,C07,C08,,,
000103-00-1820, C03,C07,C02,C04,C08,,,
000103-00-1823, C03,,,,,,,
000103-00-1828, C03,C02,,,,,,
000103-00-1831, C03,C02,C08,,,,,
000103-00-1837, C03,C02,C01,C07,,,,
000103-00-1840, C03,C04,C01,,,,,
000103-00-1843, C03,C04,C02,,,,,
000103-00-1849, C03,,,,,,,
000103-00-1852, C03,C02,,,,,,
000103-00-1865, C03,,,,,,,
000103-00-1869, C03,C02,C05,C06,C07,C08,C01,
000103-00-1870, C03,C08,C04,C07,C05,C06,C01,C02
000103-00-1878, C03,C02,,,,,,
000103-00-1881, C03,C02,C08,C07,C01,C06,C04,
000103-00-1882, C03,,,,,,,
